"","00","01","10","11"
"EV_n",0.576197507922499,0.566449089474901,0.664892707011192,0.599997199428
"EV_y",0.423802492077501,0.433550910525099,0.335107292988808,0.400002800572
"SD_n",0.00958777596439768,0.0143812171708636,0.0408633068359237,0.0106163193787734
"SD_y",0.00958777596439768,0.0143812171708636,0.0408633068359237,0.0106163193787734
"post.theta_n",1530.05479426281,672.054794262813,88.0547942628126,1277.05479426281
"post.theta_y",1125.37979756575,514.379797565746,44.3797975657461,851.379797565746
"opt.theta_n",11.0547942628126,NA,NA,NA
"opt.theta_y",7.37979756574605,NA,NA,NA
"max.spread_n",2.27247086318027,NA,NA,NA
"max.spread_y",2.27247086318028,NA,NA,NA
