"","00","01","10","11"
"EV_n",0.570973689339179,0.577135933569124,0.606610129397893,0.597670851906374
"EV_y",0.429026310660821,0.422864066430876,0.393389870602107,0.402329148093626
"SD_n",0.0102279972363736,0.0122866570571043,0.0131900809901931,0.0154632950044691
"SD_y",0.0102279972363736,0.0122866570571043,0.0131900809901931,0.0154632950044691
"post.theta_n",1336.43982594483,932.439825944827,831.439825944827,600.439825944827
"post.theta_y",1004.19311546368,683.193115463677,539.193115463677,404.193115463677
"opt.theta_n",44.4398259448272,NA,NA,NA
"opt.theta_y",31.1931154636774,NA,NA,NA
"max.spread_n",2.13506658530448,NA,NA,NA
"max.spread_y",2.13506658530448,NA,NA,NA
