"","00","01","10","11"
"EV_n",0.713116913672564,0.729188879141589,0.723089517441104,0.750675191796808
"EV_y",0.286883086327436,0.270811120858411,0.276910482558896,0.249324808203192
"SD_n",0.00908567846397573,0.0117255495522733,0.0116579608963926,0.0141536834940998
"SD_y",0.00908567846397573,0.0117255495522733,0.0116579608963926,0.0141536834940998
"post.theta_n",1766.59263942226,1046.59263942226,1064.59263942226,700.592639422263
"post.theta_y",710.690686146725,388.690686146725,407.690686146725,232.690686146725
"opt.theta_n",52.5926394222635,NA,NA,NA
"opt.theta_y",19.690686146725,NA,NA,NA
"max.spread_n",2.23309595477609,NA,NA,NA
"max.spread_y",2.23309595477609,NA,NA,NA
