"","00","01","10","11"
"EV_n",0.750421617448413,0.715471068799116,0.706327845374311,0.679500872881409
"EV_y",0.249578382551587,0.284528931200884,0.293672154625689,0.320499127118591
"SD_n",0.00924509322213791,0.00918267345294289,0.012937699041614,0.0260372087958522
"SD_y",0.00924509322213791,0.00918267345294289,0.012937699041614,0.0260372087958522
"post.theta_n",1643.60255597492,1726.60255597492,874.602555974924,217.602555974924
"post.theta_y",546.636261456148,686.636261456148,363.636261456148,102.636261456148
"opt.theta_n",23.602555974924,NA,NA,NA
"opt.theta_y",9.63626145614836,NA,NA,NA
"max.spread_n",2.77294201694591,NA,NA,NA
"max.spread_y",2.77294201694591,NA,NA,NA
