"","00","01","10","11"
"EV_n",0.78637778066196,0.750393364670157,0.750890265915451,0.746878587057614
"EV_y",0.21362221933804,0.249606635329843,0.249109734084549,0.253121412942386
"SD_n",0.009645413320185,0.0135732763855958,0.0093609350662948,0.0119917544403248
"SD_y",0.009645413320185,0.0135732763855958,0.0093609350662948,0.0119917544403248
"post.theta_n",1419.14450623233,762.144506232329,1602.14450623233,981.144506232329
"post.theta_y",385.515469075871,253.515469075871,531.515469075871,332.515469075871
"opt.theta_n",45.1445062323293,NA,NA,NA
"opt.theta_y",14.515469075871,NA,NA,NA
"max.spread_n",2.64023909038026,NA,NA,NA
"max.spread_y",2.64023909038026,NA,NA,NA
