"","00","01","10","11"
"EV_n",0.788043040317874,0.754031526305985,0.764015638717697,0.733833880023864
"EV_y",0.211956959682126,0.245968473694015,0.235984361282303,0.266166119976136
"SD_n",0.0109596688591436,0.014374496555791,0.00816773640223211,0.0108847233447121
"SD_y",0.0109596688591436,0.014374496555791,0.00816773640223211,0.0108847233447121
"post.theta_n",1095.06594480688,676.065944806883,2064.06594480688,1209.06594480688
"post.theta_y",294.53575050809,220.53575050809,637.53575050809,438.53575050809
"opt.theta_n",115.065944806883,NA,NA,NA
"opt.theta_y",36.5357505080903,NA,NA,NA
"max.spread_n",3.50949927016733,NA,NA,NA
"max.spread_y",3.50949927016734,NA,NA,NA
