"","00","01","10","11"
"EV_n",0.719186420125996,0.75504297197227,0.724650494137908,0.710988263503194
"EV_y",0.280813579874004,0.24495702802773,0.275349505862092,0.289011736496806
"SD_n",0.0094036161921314,0.0145398891114138,0.00869721966465798,0.0144517998066533
"SD_y",0.0094036161921314,0.0145398891114138,0.00869721966465798,0.0144517998066533
"post.theta_n",1641.80310568588,659.803105685884,1910.80310568588,698.803105685884
"post.theta_y",641.058555409236,214.058555409236,726.058555409236,284.058555409236
"opt.theta_n",135.803105685884,NA,NA,NA
"opt.theta_y",51.0585554092358,NA,NA,NA
"max.spread_n",2.14897720479524,NA,NA,NA
"max.spread_y",2.14897720479524,NA,NA,NA
