"","00","01","10","11"
"EV_n",0.735968729225724,0.723906890590341,0.699999654716402,0.728659844407004
"EV_y",0.264031270774276,0.276093109409659,0.300000345283598,0.271340155592996
"SD_n",0.0102647106015289,0.00898221934208059,0.0133220282955401,0.0113704929738003
"SD_y",0.0102647106015289,0.00898221934208059,0.0133220282955401,0.0113704929738003
"post.theta_n",1356.5790998312,1792.5790998312,827.5790998312,1113.5790998312
"post.theta_y",486.677340233025,683.677340233025,354.677340233025,414.677340233025
"opt.theta_n",180.5790998312,NA,NA,NA
"opt.theta_y",69.6773402330254,NA,NA,NA
"max.spread_n",2.13874149328015,NA,NA,NA
"max.spread_y",2.13874149328015,NA,NA,NA
