"","00","01","10","11"
"EV_n",0.772662309606835,0.766346182882389,0.749317932865204,0.730708209899473
"EV_y",0.227337690393165,0.233653817117611,0.250682067134796,0.269291790100527
"SD_n",0.00896368858718267,0.00865893774206832,0.0132546269912796,0.012989700262604
"SD_y",0.00896368858718267,0.00865893774206832,0.0132546269912796,0.012989700262604
"post.theta_n",1688.4129718721,1829.4129718721,800.412971872102,851.412971872102
"post.theta_y",496.77575919366,557.77575919366,267.77575919366,313.77575919366
"opt.theta_n",146.412971872102,NA,NA,NA
"opt.theta_y",47.7757591936604,NA,NA,NA
"max.spread_n",2.65830589778411,NA,NA,NA
"max.spread_y",2.6583058977841,NA,NA,NA
