"","00","01","10","11"
"EV_n",0.572298779628138,0.578294576641702,0.604112867022885,0.595933484994277
"EV_y",0.427701220371862,0.421705423358298,0.395887132977115,0.404066515005723
"SD_n",0.0098037403161006,0.0115701603972328,0.0123159707704769,0.0141027897638526
"SD_y",0.0098037403161006,0.0115701603972328,0.0123159707704769,0.0141027897638526
"post.theta_n",1456.90745646377,1052.90745646377,951.907456463774,720.907456463774
"post.theta_y",1088.80381940235,767.803819402352,623.803819402352,488.803819402352
"opt.theta_n",164.907456463774,NA,NA,NA
"opt.theta_y",115.803819402352,NA,NA,NA
"max.spread_n",2.02102609330239,NA,NA,NA
"max.spread_y",2.02102609330239,NA,NA,NA
