"","00","01","10","11"
"EV_n",0.725872376048621,0.720945352101302,0.708621971904885,0.737365768811689
"EV_y",0.274127623951379,0.279054647898698,0.291378028095115,0.262634231188311
"SD_n",0.012192951999034,0.0103517563329151,0.010926582183358,0.0091022327397886
"SD_y",0.012192951999034,0.0103517563329151,0.010926582183358,0.0091022327397886
"post.theta_n",970.802776598886,1352.80277659889,1224.80277659889,1722.80277659889
"post.theta_y",366.626237966423,523.626237966423,503.626237966423,613.626237966423
"opt.theta_n",225.802776598886,NA,NA,NA
"opt.theta_y",86.6262379664227,NA,NA,NA
"max.spread_n",2.02120194010236,NA,NA,NA
"max.spread_y",2.02120194010236,NA,NA,NA
