"","00","01","10","11"
"EV_n",0.574281906715704,0.611437430092171,0.582503809236641,0.570222450518733
"EV_y",0.425718093284296,0.388562569907829,0.417496190763359,0.429777549481267
"SD_n",0.00932132762096887,0.0110956169497177,0.0231243824692389,0.012232490814379
"SD_y",0.00932132762096887,0.0110956169497177,0.0231243824692389,0.012232490814379
"post.theta_n",1615.33446008542,1179.33446008542,264.334460085422,933.334460085422
"post.theta_y",1197.45563689579,749.455636895791,189.455636895792,703.455636895791
"opt.theta_n",117.334460085422,NA,NA,NA
"opt.theta_y",83.4556368957915,NA,NA,NA
"max.spread_n",2.56397553169819,NA,NA,NA
"max.spread_y",2.56397553169819,NA,NA,NA
