"","0","1"
"EV_0",0.413415257303401,0.396735250955282
"EV_A",0.100432611230788,0.105791668333557
"EV_B",0.190952501065995,0.178681296856967
"EV_C",0.0691675218337149,0.0640824504260058
"EV_AB",0.0717071912268032,0.0707409436229896
"EV_AC",0.0122754084609481,0.0121957463658439
"EV_BC",0.0727245115584816,0.0739456927729778
"EV_ABC",0.0693249973198674,0.097826950666376
"SD_0",0.0109914317203883,0.00766817535932334
"SD_A",0.00670887752370174,0.00482095142313045
"SD_B",0.00877294325371389,0.00600458601966596
"SD_C",0.00566346872801957,0.00383862791309172
"SD_AB",0.00575863408731639,0.00401875464215995
"SD_AC",0.00245771513634986,0.00172039156407761
"SD_BC",0.00579616087878176,0.00410168529289344
"SD_ABC",0.00566943251573562,0.00465652403900073
"post.theta_0",829.428239232702,1614.4282392327
"post.theta_A",201.496298027436,430.496298027436
"post.theta_B",383.104865962929,727.104865962929
"post.theta_C",138.769662786114,260.769662786114
"post.theta_AB",143.864959768336,287.864959768336
"post.theta_AC",24.6279503374841,49.6279503374841
"post.theta_BC",145.905992837467,300.905992837467
"post.theta_ABC",139.085603267009,398.085603267009
"opt.theta_0",8.4282392327018,NA
"opt.theta_A",2.49629802743629,NA
"opt.theta_B",4.10486596292905,NA
"opt.theta_C",1.76966278611428,NA
"opt.theta_AB",1.86495976833599,NA
"opt.theta_AC",0.627950337484097,NA
"opt.theta_BC",1.90599283746718,NA
"opt.theta_ABC",2.08560326700925,NA
"max.spread_0",1.24459471162852,NA
"max.spread_A",0.648686881462138,NA
"max.spread_B",1.15427775523022,NA
"max.spread_C",0.743238166148872,NA
"max.spread_AB",0.137597643628839,NA
"max.spread_AC",0.0265538682109081,NA
"max.spread_BC",0.171981485279337,NA
"max.spread_ABC",3.88490011910348,NA
