"","0","1"
"EV_0",0.40832697419661,0.394518595635457
"EV_A",0.103541523497539,0.104640382371651
"EV_B",0.185225235027827,0.179559631653485
"EV_C",0.0687475757566791,0.0619865961969062
"EV_AB",0.0684962257329727,0.0742866612808638
"EV_AC",0.0114156512998765,0.0132464443759696
"EV_BC",0.0723482990285565,0.0750504250823196
"EV_ABC",0.0818985154599394,0.096711263403348
"SD_0",0.0084408243353958,0.00941302095989897
"SD_A",0.00523193459461816,0.00589512871775253
"SD_B",0.00667127439313729,0.00739218360229298
"SD_C",0.00434512569327901,0.00464406509332659
"SD_AB",0.00433776052299607,0.00505054869205921
"SD_AC",0.00182430376371127,0.00220190659263967
"SD_BC",0.0044488378479089,0.00507435081053767
"SD_ABC",0.00470894156648096,0.00569241700758377
"post.theta_0",1384.20397880021,1063.20397880021
"post.theta_A",350.999561266602,281.999561266602
"post.theta_B",627.902449511627,483.902449511627
"post.theta_C",233.050163003544,167.050163003544
"post.theta_AB",232.198101482087,200.198101482087
"post.theta_AC",38.698373970945,35.698373970945
"post.theta_BC",245.256399168318,202.256399168318
"post.theta_ABC",277.631060697189,260.631060697189
"opt.theta_0",10.2039788002085,NA
"opt.theta_A",2.99956126660199,NA
"opt.theta_B",4.90244951162737,NA
"opt.theta_C",2.05016300354445,NA
"opt.theta_AB",2.19810148208743,NA
"opt.theta_AC",0.698373970944972,NA
"opt.theta_BC",2.25639916831798,NA
"opt.theta_ABC",2.63106069718912,NA
"max.spread_0",1.09215177748783,NA
"max.spread_A",0.139413982813875,NA
"max.spread_B",0.56898287399561,NA
"max.spread_C",1.06307524998611,NA
"max.spread_AB",0.869742590586472,NA
"max.spread_AC",0.640259682844309,NA
"max.spread_BC",0.400408600171995,NA
"max.spread_ABC",2.00506220452488,NA
