"","0","1"
"EV_0",0.400303437455749,0.412000001180722
"EV_A",0.10596899485431,0.0941706585678437
"EV_B",0.187444181975314,0.158729860292586
"EV_C",0.0661237382911094,0.0638840408785776
"EV_AB",0.0706934383566497,0.0729061882541606
"EV_AC",0.0123683490621624,0.01145807147442
"EV_BC",0.0717011397853805,0.082892701727363
"EV_ABC",0.085396720219325,0.103958477624327
"SD_0",0.00688699594417042,0.0154698033086838
"SD_A",0.00432648383559395,0.00917970059561
"SD_B",0.00548569897723676,0.011485359004855
"SD_C",0.003492953104988,0.00768614431872994
"SD_AB",0.00360278579851393,0.00817130757610218
"SD_AC",0.00155354112478909,0.00334503627160486
"SD_BC",0.00362640517724581,0.0086659412977978
"SD_ABC",0.0039283155004674,0.00959271504480825
"post.theta_0",2025.65149277918,416.651492779182
"post.theta_A",536.233847951083,95.2338479510826
"post.theta_B",948.521924878653,160.521924878653
"post.theta_C",334.605293496468,64.6052934964679
"post.theta_AB",357.729301169617,73.7293011696172
"post.theta_AC",62.5874334235585,11.5874334235585
"post.theta_BC",362.828562660745,83.8285626607453
"post.theta_ABC",432.13217175994,105.13217175994
"opt.theta_0",7.65149277918216,NA
"opt.theta_A",2.23384795108256,NA
"opt.theta_B",3.52192487865314,NA
"opt.theta_C",1.60529349646785,NA
"opt.theta_AB",1.7293011696172,NA
"opt.theta_AC",0.587433423558541,NA
"opt.theta_BC",1.82856266074527,NA
"opt.theta_ABC",2.13217175993973,NA
"max.spread_0",0.690732617983955,NA
"max.spread_A",1.16260721422403,NA
"max.spread_B",2.25596585910992,NA
"max.spread_C",0.265285192530724,NA
"max.spread_AB",0.247779901918406,NA
"max.spread_AC",0.246808645771766,NA
"max.spread_BC",1.191337843238,NA
"max.spread_ABC",1.79065596861934,NA
